LastModified,ProcessLevelCode,ProcessLevel,Level1,Leve1Code,level2,level2code
"2026-01-27 09:41:36.9378830","917vwus","Invoiced freight costs IC","Services","101","Products",
"2026-04-22 08:09:35.9673620","P12886vwab","NOCCO 4 PACK W20 TOP SIGN",,,"Products",
"2026-01-12 09:12:46.0819470","M62040-U3vwab","Nocco Tracksuit S",,,"Products",
"2026-03-27 09:25:46.6223380","B1023-DEFRNLvwch","Barebells Bars Salty Peanut 55g 12-pack",,,"Products",
"2026-03-10 16:24:29.0120250","PBB07031ppdk","BB Bars topskilt - Spread Bar TW2 2026","POS","104","Products",
"2026-01-12 09:12:46.0819470","P1/20429-01bbat","Tray neutral 1/4 Pal. Display Riegel_2021 30er",,,"Products",
"2026-01-12 09:12:46.0819470","P1/230101-02-Sbbde","Mantelfront 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-05-28 10:44:02.3892030","CHP0056vwch","Barebells Pop UpPeanut Caramel",,,"Products",
"2026-01-12 09:12:46.0819470","9707vwab","Melon Arom Cantaloup 100117",,,"Products",
"2026-01-12 09:12:46.0819470","P12201vwab","NOCCO v37 4-pack Grand Sour Toppskylt 1/2 pall",,,"Products",
"2026-04-09 15:24:40.6575110","P12537vwch","Floor Stand Barebells bars","POS","104","Products",
"2026-01-12 09:12:46.0819470","B1035-USAbbus","Barebells Bars Chocolate Dough 55g 12-pack",,,"Products",
"2026-01-22 14:10:52.2164720","T1136tyab","Deadlift Socks",,,"Products",
"2026-03-27 12:54:44.8252600","B1127-USA-2PK-FBMvwab","Barebells Bars Brownie Batter 55g 2-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10695vwab","Pop-Up Milkshake v14 SE",,,"Products",
"2026-03-17 14:08:56.8562230","1000-Styab","Vitamin Well Defence 500ml 1 st","Products","100","Products",
"2026-06-29 15:12:34.1294560","NC6555-SE-Styab","NOCCO Julmust 180mg 330ml 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","M62040-U2vwab","Nocco Tracksuit XS",,,"Products",
"2026-01-28 13:39:23.3260720","100144vwab","Helpall NOCCO 5 Sort v4 2025",,,"Display","03"
"2026-03-13 10:13:29.2502790","P12636-FRvwab","FR SHELF STOPPER NOCCO","POS","104","Products",
"2026-01-12 09:12:46.0819470","9708vwab","Äpple Arom 130915",,,"Products",
"2026-01-12 09:12:46.0819470","904vwnl","Invoiced costs IC","Services","101","Products",
"2026-03-13 10:13:29.2502790","P12887vwab","IS NOCCO W20 CORNER SIGN",,,"Products",
"2026-01-12 09:12:46.0819470","M10060vwab","Unisex Sweatshirt Green M","Merch","103","Products",
"2026-06-12 08:10:17.5477980","P12980vwab","Vitamin Well gym sticker",,,"Products",
"2026-03-27 09:25:46.6223380","B1024-DEFRNLvwch","Barebells Bars White Chocolate Almond 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B1052-USAbbus","Barebells Bars Creamy Crisp 55g 12-pack",,,"Products",
"2026-03-18 16:48:31.1106690","PVW07023ppdk","VW 1/4 display - Fam Size TW2 2026","POS","104","Products",
"2026-01-12 09:12:46.0819470","P1/230101-03-Sbbde","Tray unten 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-01-12 09:12:46.0819470","P10696vwab","Top Sign 1/2-1/3 Pallet Vitamin Well v14 SE",,,"Products",
"2026-05-28 10:44:02.3892030","CHP0057vwch","Barebells Roll Up Coco Choco/Banana",,,"Products",
"2026-01-12 09:12:46.0819470","P12202vwab","NOCCO v37 4-pack Grand Sour Wobbler Big",,,"Products",
"2026-01-12 09:12:46.0819470","M62040-U7vwab","Nocco Tracksuit XXL",,,"Products",
"2026-03-27 12:54:44.8252600","B1130-USA-2PK-FBMvwab","Barebells Bars Mint Chocolate Crisp 55g 2-pack",,,"Products",
"2026-01-22 14:10:52.2164720","T1137tyab","Low Socks",,,"Products",
"2026-01-12 09:12:46.0819470","9709vwab","Naturlig Apelsin Arom 150408",,,"Products",
"2026-06-29 15:12:34.1294560","NC6558-SE-Styab","NOCCO Påskmust 180mg 330ml 1 st",,,"Products",
"2026-03-17 14:08:56.8562230","1040-Styab","Vitamin Well Focus 500ml 1 st","Products","100","Products",
"2026-01-28 13:39:23.3260720","100145vwab","1/2 pall NOCCO 5 Sort v4 2025",,,"Display","03"
"2026-03-24 08:39:47.4839650","6560-FIvwab","NOCCO Peachango BCAA+ 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","M50041vwab","Bomber Jacket Mens S","Merch","103","Products",
"2026-03-13 10:13:29.2502790","P12636-RSvwab","RS SHELF STOPPER NOCCO","POS","104","Products",
"2026-05-07 08:11:47.8809890","B1027-DEFRNLvwch","Barebells Bars Hazelnut Nougat 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B1056-USAbbus","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12888vwab","NOCCO W20 ADD-ONS ARCH",,,"Products",
"2026-01-12 09:12:46.0819470","P1/230101-04-Sbbde","Tray 2 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-01-12 09:12:46.0819470","P10697vwab","Top Sign 1/2-1/3 Pallet Nobe v14 SE",,,"Products",
"2026-06-12 08:10:17.5477980","P12981vwab","NOCCO gym sticker",,,"Products",
"2026-01-12 09:12:46.0819470","P12203vwab","NOCCO v37 4-pack Grand Sour Floor Sticker Packshot",,,"Products",
"2026-01-12 09:12:46.0819470","M10035vwab","Unisex T-Shirt Elevate Blue XL",,,"Products",
"2026-03-10 16:24:29.0120250","PVW07024ppdk","VW topskilt - Fam Size TW2 2026","POS","104","Products",
"2026-01-22 14:10:52.2164720","T1138tyab","Sport Socks",,,"Products",
"2026-01-28 13:54:57.3770640","6430-NOvwab","NOCCO FOCUS Pearade 105mg 330ml 24-pack",,,"Products",
"2026-05-28 10:44:02.3892030","CHP0059vwch","Barebells Roll Up Peanut Caramel/ Caramel Choco",,,"Products",
"2026-03-17 14:08:56.8562230","1050-Styab","Vitamin Well Reload 500ml 1 st","Products","100","Products",
"2026-07-07 13:40:53.0254970","6460-DEvwab","NOCCO Juicy Melba 105mg 330ml 24-pack",,,"Products",
"2026-04-09 10:53:44.9596130","CH30006-01vwch","1/8 Barebells DY Top CC","Products","100","Display","03"
"2026-01-28 13:39:23.3260720","100146vwab","1/3 pall NOCCO 3 Sort v4 2025",,,"Display","03"
"2026-01-12 09:12:46.0819470","B1061-USAbbus","Barebells Bars Peanut Caramel 55g 12-pack",,,"Products",
"2026-03-27 08:09:33.9249600","B1130-USA-2PK-FBMvwus","Barebells Bars Mint Chocolate Crisp 55g 2-pack",,,"Products",
"2026-05-07 19:24:23.9071140","6310-CHvwch","NOCCO Limón Del Sol 180mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","731-EXPvdes","VW_Generic_Floorstand","POS","104","Products",
"2026-06-29 15:12:34.1294560","NC6640-SE-Styab","NOCCO Arancia 180mg 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","P1/230101-08-Sbbde","Tray 3 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-01-12 09:12:46.0819470","P10698vwab","Wobbler Large Vitamin Well Summer v14 SE",,,"Products",
"2026-04-14 08:54:58.6551710","CH20008vwch","NOCCO 1/4 DY Lidl DE","POS","104","Display","03"
"2026-01-12 09:12:46.0819470","P12204vwab","NOCCO v37 4-pack Grand Sour Pop-up",,,"Products",
"2026-01-12 09:12:46.0819470","C06000510205vwab","Mens Sweatshirt Gray XL (NOCCO)",,,"Products",
"2026-07-31 07:55:10.6308220","VW1290-UK-COSTCOvwuk","Vitamin Well Zero Peach 500ml 12-pack COSTCO",,,"Products",
"2026-01-12 09:12:46.0819470","P12240vwab","Vitamin Well 1,15 L Wobbler Alt 2","POS","104","Products",
"2026-01-12 09:12:46.0819470","B1065-GBDKNOppdk","Barebells Bars Berry Licorice 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12637-RSvwab","RS SHELF STOPPER BB","POS","104","Products",
"2026-03-17 14:08:56.8562230","1060-Styab","Vitamin Well Antioxidant 500ml 1 st","Products","100","Products",
"2026-01-28 14:10:18.3399260","100067vwab","Smiling Cashew Havssalt (Fairtrade och Eko) 40g","Products","100","Products",
"2026-03-13 10:13:29.2502790","P12889vwab","IS NOCCO W20 PALLET WRAP",,,"Products",
"2026-01-28 13:39:23.3260720","100147vwab","1/2 pall Vitamin Well 5 Sort v4 2025",,,"Display","03"
"2026-07-07 13:40:53.0254970","6460-ESPvwab","NOCCO Juicy Melba 180mg 330ml 24-pack",,,"Products",
"2026-06-03 09:25:52.2380000","P12643-SKvwab","SHELF FLOOR STICKER BAREBELLS",,,"Products",
"2026-01-13 08:27:06.1134540","1170-CHvwch","Vitamin Well Refresh 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","301024ppdk","W ¼ pll",,,"Display","03"
"2026-01-12 09:12:46.0819470","P1/230101-09-Sbbde","Tray 4 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-03-10 16:24:29.0120250","PVW07025ppdk","VW Logo bakke - Fam Size TW2 2026","POS","104","Products",
"2026-01-12 09:12:46.0819470","750-EXPvdes","NOCCO_Generic_Floorstand","POS","104","Products",
"2026-05-28 09:45:07.0225910","CHP0060vwch","All Brands Abdeckhaube","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12205vwab","NOCCO v37 4-pack Grand Sour Mobile",,,"Products",
"2026-03-27 08:09:33.9249600","B1130-USA-2PK-FBMvwll","Barebells Bars Mint Chocolate Crisp 55g 2-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10699vwab","Wobbler Large Nobe v14 SE",,,"Products",
"2026-01-12 09:12:46.0819470","P12241vwab","Vitamin Well 1,15 L Floor Sticker","POS","104","Products",
"2026-03-31 13:40:17.2746370","P1/21301-13bbde","TOPSIGN NOCCO Q2 26",,,"Products",
"2026-01-28 14:10:18.3399260","100065vwab","Smiling Cashew Havssalt SAS 400g (EKO&FT)","Products","100","Products",
"2026-03-17 14:08:56.8562230","1090-Styab","Vitamin Well Hydrate 500ml 1 st","Products","100","Products",
"2026-06-29 15:12:34.1294560","NC6680-SE-Styab","NOCCO Electrolyte Blood Orange 355ml 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","P10730vwab","Campaign Sign Pallet NOCCO",,,"Products",
"2026-03-13 12:49:12.4727060","100148vwab","1/3 pall Vitamin Well 4 Sort v4 2025",,,"Display","03"
"2026-08-03 08:20:42.5275700","CHP0075vwch","NOCCO Pop Up Sugar Free","POS","104","Products",
"2026-01-28 14:10:18.3399260","B2185vwab","Tyngre PWO Shot Blue Raspberry 60ml 24-pack","Products","100","Products",
"2026-03-27 09:25:46.6223380","B1045-DEFRNLvwch","Barebells Vegan Bar Hazelnut Nougat 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12637-FRvwab","FR SHELF STOPPER BB","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10731vwab","Campaign Sign Pallet BB",,,"Products",
"2026-01-12 09:12:46.0819470","P1/230101-10-Sbbde","Tray 5 oben 1/4 Pal. Display Riegel 2024 Sommer",,,"Products",
"2026-03-13 10:13:29.2502790","P12890vwab","NOCCO W20 PALLET WRAP",,,"Products",
"2026-01-12 09:12:46.0819470","P10700vwab","Plexi Box Smiling","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12206vwab","NOCCO v37 X Toppskylt Gavel",,,"Products",
"2026-07-29 06:27:18.1418650","B1139ppdk","Barebells Bars Fall edition w.36",,,"Products",
"2026-01-12 09:12:46.0819470","1210-ATbbat","Vitamin Well Active 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12242vwab","Vitamin Well 1,15 L Pop-Up","POS","104","Products",
"2026-03-10 16:24:29.0120250","PVW07026ppdk","VW krydsdel - Fam Size TW2 2026","POS","104","Products",
"2026-01-28 13:54:57.3770640","1220-FIvwab","Vitamin Well Prepare 500ml 12-pack",,,"Products",
"2026-03-17 14:08:56.8562230","1130-Styab","Vitamin Well Awake 500ml 1 st","Products","100","Products",
"2026-05-28 09:45:07.0225910","CHP0061vwch","Barebells Regal Topper","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10732vwab","Campaign Sign Pallet VW",,,"Products",
"2026-04-23 06:54:25.2099440","B1046-DEFRNLvwch","Barebells Vegan Bar Salty Peanut 55g 12-pack",,,"Products",
"2026-06-11 11:57:52.1311240","B1601-4-CAvwab","Barebells Vanilla Milk 325ml 4-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10733vwab","Top Sign 1/1 Pallet NOCCO Pearade",,,"Products",
"2026-01-12 09:12:46.0819470","P1/20177-02bbde","Mantel 1/4 Pal. Display Vitamin Well (6-Pack)",,,"Products",
"2026-03-31 13:40:17.2746370","P1/19023-8bbde","TOPSIGN MILKSHAKE 24ER Q2 26",,,"Products",
"2026-01-12 09:12:46.0819470","P10734vwab","Top Sign 1/2-1/3 Pallet Nocco v.36",,,"Products",
"2026-01-12 09:12:46.0819470","P12207vwab","NOCCO v37 X Gavelskylt",,,"Products",
"2026-07-02 13:44:19.3772150","NC6690-SE-Styab","NOCCO Electrolyte Lemon Lime 355ml 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","P11043bbde","DE_NOCCO_Mango_PopUp","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12243vwab","Vitamin Well 1,15 L Floor Stand","POS","104","Products",
"2026-04-16 08:24:47.8820390","B1125-Styab","Barebells Bars Pistachio Spread 45g 1 st","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10735vwab","Wobbler Large Nocco v.36",,,"Products",
"2026-01-12 09:12:46.0819470","B1083-USAvwll","Barebells Bars Pumpkin Spice 55g 12-pack",,,"Products",
"2026-08-03 08:50:30.1298260","CHP0076vwch","NOCCO Floorsticker Sugar Free","POS","104","Products",
"2026-01-12 09:12:46.0819470","P11083bbde","DE_VW_Active_PopUp",,,"Products",
"2026-03-17 14:08:56.8562230","1180-Styab","Vitamin Well Recover 500ml 1 st","Products","100","Products",
"2026-03-13 10:13:29.2502790","P12637-BXNLvwab","BXNL SHELF STOPPER BB","POS","104","Products",
"2026-01-28 13:54:57.3770640","1041-DEvwab","Vitamin Well React 500ml 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12891vwab","IS NOCCO W20 WOBBLER SMALL",,,"Products",
"2026-01-12 09:12:46.0819470","6557tyab","NOCCO Christmas Calendar 2024","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10736vwab","Megawobbler NOCCO Pearade",,,"Products",
"2026-07-22 08:12:27.6007160","B1142ppdk","Barebells Bars New Spread 45g 12-pack",,,"Products",
"2026-04-09 19:09:12.7661510","B1023-4-USAvwab","Barebells Bars Salty Peanut 55g 4-pack",,,"Pack","04"
"2026-01-12 09:12:46.0819470","P10043bbde","DE_BB_VCD_PopUp",,,"Products",
"2026-01-28 13:39:23.3260720","B1077-DEFRNLvwab","Barebells Bars Chocolate Ball 55g 12-pack",,,"Products",
"2026-03-10 16:24:29.0120250","PVW07027ppdk","VW outer - Fam Size TW2 2026","POS","104","Products",
"2026-01-12 09:12:46.0819470","6320-CHvwch","NOCCO Blood Orange 180mg 330ml 24-pack",,,"Products",
"2026-05-28 09:45:07.0225910","P12538-02vwch","Barebells Counter Displaysmall (LC7)","POS","104","Products",
"2026-01-28 14:10:18.3399260","1150-SLOvwab","Vitamin Well Celebrate 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12208vwab","NOCCO v37 X Wobbler Big",,,"Products",
"2026-06-23 14:00:09.5374350","904vwit","Invoiced costs IC","Services","101","Products",
"2026-01-12 09:12:46.0819470","P10737vwab","Pop-Up Nocco v.36",,,"Products",
"2026-01-12 09:12:46.0819470","P12244vwab","Barebells Creamy Crisp Wobbler","POS","104","Products",
"2026-06-11 11:57:52.1311240","B1603-4-CAvwab","Barebells Choco Milk 325ml 4-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10764vwab","Campaign Sign Width 2 Mix",,,"Products",
"2026-01-12 09:12:46.0819470","B1088-USAvwll","Barebells Bars Peppermint Bark 55g 12-pack",,,"Products",
"2026-03-31 13:55:12.9693640","P1/21301-04-ATbbat","Topsign Nocco 2026",,,"Products",
"2026-01-12 09:12:46.0819470","1190-ESPvdes","Vitamin Well Boost 500ml 12-pack",,,"Products",
"2026-06-29 15:12:34.1294560","NC6710-SE-Styab","NOCCO Focus The Berries 180mg 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","P10738vwab","Half Can Nocco v.36",,,"Products",
"2026-01-12 09:12:46.0819470","P10765vwab","Campaign Sign Width 3 Mix",,,"Products",
"2026-04-02 08:10:02.3212860","B2010-DEFRNLbbde","Barebells Bars Original Mix Tray 2022 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10739vwab","Top Sign 1/2-1/3 pallet BB v.36",,,"Products",
"2026-01-12 09:12:46.0819470","B1057ppdk","Barebells Bars Raspberry Cream 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","1190-Styab","Vitamin Well Boost 500ml 1 st","Products","100","Products",
"2026-01-28 14:10:18.3399260","123vwab","Test product",,,"Products",
"2026-02-05 15:10:55.7244370","FR0014bbfr","Display VW Zero Raspberry Lemon","Products","100","Display","03"
"2026-01-12 09:12:46.0819470","P10740vwab","Wobbler Large BB v.36",,,"Products",
"2026-07-06 14:19:39.0398820","6360-CHvwch","NOCCO Mango 180mg 330ml 24-pack",,,"Products",
"2026-08-03 08:50:30.1298260","CHP0077vwch","NOCCO Wobbler Sugar Free","POS","104","Products",
"2026-01-12 09:12:46.0819470","M50193U-000Lvwab","College Jacket unisex Barebells L",,,"Products",
"2026-01-12 09:12:46.0819470","P12209vwab","NOCCO v37 X Floor Sticker",,,"Products",
"2026-03-13 10:13:29.2502790","P12638-FRvwab","FR SHELF TOP SIGN VITAMIN WELL","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12245vwab","Barebells Creamy Crisp Top Sign","POS","104","Products",
"2026-01-28 14:10:18.3399260","456vwab","Test BOM",,,"Display","03"
"2026-03-13 10:13:29.2502790","P12892vwab","NOCCO W20 WOBBLER SMALL",,,"Products",
"2026-01-28 13:39:23.3260720","B1073-GBDKNOvwab","Barebells Vegan Bar Peanut Caramel 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10741vwab","Megawobbler BB v.36",,,"Products",
"2026-07-06 08:56:46.1628460","B1120ppdk","Barebells Bars Hazelnut Spread 45g 12-pack",,,"Products",
"2026-03-17 14:08:56.8562230","1200-Styab","Vitamin Well Elevate 500ml 1 st","Products","100","Products",
"2026-01-12 09:12:46.0819470","B1055-DEFRNLbbat","Barebells Bars Marshmallow Rocky Road 55g 12-pack",,,"Products",
"2026-03-09 15:41:31.6474760","301052ppdk","Vitamin Well Org 240 stk - TW2","Products","100","Display","03"
"2026-04-09 19:09:12.7661510","B1088-USAvwab","Barebells Bars Peppermint Bark 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10742vwab","Toppskylt BB Milkshake",,,"Products",
"2026-05-28 09:45:07.0225910","P12650-01vwch","Vitamin Well Arch Torbogen Add on ANTIOXIDANT / RELOAD",,,"Products",
"2026-01-13 08:27:06.1134540","1180-CHvwch","Vitamin Well Recover 500ml 12-pack",,,"Products",
"2026-03-16 09:13:19.4326730","B1056-DEFRNLbbat","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-07-16 07:43:23.6930660",,,,,"Products",
"2026-01-12 09:12:46.0819470","P12210vwab","NOCCO v37 X Half Can Pop-up",,,"Products",
"2026-01-12 09:12:46.0819470","P10743vwab","Top Sign Large VW ROH v.36",,,"Products",
"2026-06-11 11:57:52.1311240","B1604-4-CAvwab","Barebells Cookies Milk 325ml 4-pack","Products","100","Products",
"2026-02-19 14:54:32.7615830","B1073-GBDKNOppdk","Barebells Vegan Bar Peanut Caramel 55g 12-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","100026Fvwab","Foile Cashew Havssalt 350g",,,"Products",
"2026-03-31 22:41:33.3223960","US00010vwus","Barebells Mixed Core OG 48ct 4pk Display","Products","100","Display","03"
"2026-01-12 09:12:46.0819470","P12130bbfr","BAREBELLS TOP SIGN FR","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10770vwab","Nobe hyllkantslist",,,"Products",
"2026-06-29 15:12:34.1294560","NC6600-SE-Styab","NOCCO Focus Stellar Blend 180mg 330ml 1 st",,,"Products",
"2026-06-11 09:13:17.0180620","1056-CHvwab","Vitamin Well Reload 1,15l 6-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","6361-EXPvwuk","NOCCO Mango Del Sol 180mg 330ml 12-pack",,,"Products",
"2026-02-05 15:40:03.7684870","FR0013bbfr","Display VW Carrefour 2026 - PROXI","Products","100","Display","03"
"2026-01-13 08:27:06.1134540","1190-CHvwch","Vitamin Well Boost 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10744vwab","Wobbler VW ROH 2022",,,"Products",
"2026-08-03 08:50:30.1298260","CHP0078vwch","NOCCO Peachango Cut Out","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12211vwab","Barebells Soft v37 Toppskylt 1/2 & 1/3 pall",,,"Products",
"2026-01-12 09:12:46.0819470","P10771vwab","Smiling hyllkantslist",,,"Products",
"2026-03-13 10:13:29.2502790","P12638-BXNLvwab","BXNL SHELF TOP SIGN VITAMIN WELL","POS","104","Products",
"2026-01-12 09:12:46.0819470","PVW04054ppdk","Topsign 1/4. Where fuction meets flavor black writing DEF/RE",,,"Products",
"2026-01-28 14:10:18.3399260","6400-NOvwab","NOCCO Focus Ramonade 105mg 330ml 24-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12893vwab","IS NOCCO W20 WOBBLER BIG",,,"Products",
"2026-01-28 13:39:23.3260720","1260-FIvwab","Vitamin Well Zero Raspberry 500ml 12-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10745vwab","Pop-Up VW ROH v.36",,,"Products",
"2026-08-04 08:42:39.8247940","B1121ppdk","Barebells Bars Chocolate Spread 45g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12131vdes","Expositor NOCCO","POS","104","Products",
"2026-01-12 09:12:46.0819470","100027Tvwab","DFP TELLUS 396*144*145",,,"Products",
"2026-03-06 16:10:09.2612350","PBB07032ppdk","BB Bars Arch - Summer Bars TW2 2026",,,"Products",
"2026-01-12 09:12:46.0819470","B1074-DEFRNLppdk","Barebells Bars Lemon Cheesecake 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10772vwab","Counter Stand Smiling",,,"Products",
"2026-07-03 12:59:11.5768880","B1105-MXvwab","Barebells Bars Lemon Cheesecake 55g 12-pack",,,"Products",
"2026-06-11 09:13:17.0180620","1066-CHvwab","Vitamin Well Antioxidant 1,15l 6-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P1-DG79256738bbde","Barebells 72 bottles Mantel","POS","104","Products",
"2026-07-16 07:43:23.6930660",,,,,"Products",
"2026-03-27 09:25:46.6223380","B1053-DEFRNLvwch","Barebells Bars White Salty Peanut 55g 12-pack",,,"Products",
"2026-01-28 14:10:18.3399260","B2183vwab","Tyngre PWO Kiwi/Jordgubb 600g 24-pack",,,"Products",
"2026-07-28 18:55:10.3356640","B1601-4-CAbbca","Barebells Vanilla Milk 325ml 4-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P12212vwab","Barebells Soft v37 Toppskylt Gavel",,,"Products",
"2026-04-15 07:09:00.9182500","VW1260-CZSKvwab","Vitamin Well Zero Raspberry 500ml 12-pack",,,"Products",
"2026-06-11 10:00:07.8940660","B1052-ARvwab","Barebells Bars Creamy Crisp 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","100028Fvwab","Foile Cashew Havssalt 40g",,,"Products",
"2026-07-06 14:50:13.8435840","NC6160-SE-Styab","NOCCO Caribbean 180mg 330ml 1 st",,,"Products",
"2026-01-12 09:12:46.0819470","P10773vwab","Mellanlägg 1/2 pall",,,"Products",
"2026-01-28 13:39:23.3260720","1270-FIvwab","Vitamin Well Zero Pineapple 500ml 12-pack","Products","100","Products",
"2026-03-13 10:13:29.2502790","P12638-CHvwab","CH SHELF TOP SIGN VITAMIN WELL","POS","104","Products",
"2026-01-12 09:12:46.0819470","P1-OP79256732bbde","Barebells 72 bottles Topsign","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12132vdes","Expositor Vitamin Well","POS","104","Products",
"2026-04-22 08:09:35.9673620","P12894vwab","NOCCO W20 WOBBLER BIG",,,"Products",
"2026-01-12 09:12:46.0819470","100030Fvwab","Foile Nötmix Cashew honung, Pistage, Mandel 40g",,,"Products",
"2026-01-28 13:39:23.3260720","1260-DEvwab","Vitamin Well Zero Raspberry 500ml 12-pack","Products","100","Products",
"2026-06-11 09:27:11.1787180","VW1330-ISvwab","Vitamin Well All Day 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P1-OK0716207bbde","Barebells 72 bottles Haube","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12213vwab","Barebells Soft v37 Gavelskylt",,,"Products",
"2026-03-06 16:10:09.2612350","PVW07028ppdk","VW Arch - All Day TW2 2026",,,"Products",
"2026-01-28 14:10:18.3399260","B2187vwab","Tyngre Vassle Gammaldags Vanilj 900g 6-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12133vdes","Pórtico Vitamin Well","POS","104","Products",
"2026-07-03 12:59:11.5768880","B1102-MXvwab","Barebells Bars Peanut Butter 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10729vwab","Floor Stand Vitamin Well",,,"Products",
"2026-01-28 13:39:23.3260720","1270-DEvwab","Vitamin Well Zero Pineapple 500ml 12-pack","Products","100","Products",
"2026-07-16 07:43:23.6930660",,,,,"Products",
"2026-01-12 09:12:46.0819470","100064Fvwab","Foile Mandel/Cashew/Jordnöt 50g",,,"Products",
"2026-01-12 09:12:46.0819470","301032ppdk","Vitamin Well Sport Display",,,"Display","03"
"2026-07-28 18:55:10.3356640","B1603-4-CAbbca","Barebells Choco Milk 325ml 4-pack","Products","100","Products",
"2026-01-28 14:10:18.3399260","B2010-DEFRNLvwab","Barebells Bars Original Mix Tray 2022 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12214vwab","Barebells Soft v37 Wobbler Alt 1",,,"Products",
"2026-04-15 07:09:00.9182500","VW1290-CZSKvwab","Vitamin Well Zero Peach 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P1-OP99256728bbde","Barebells 72 bottles Gefache","POS","104","Products",
"2026-01-12 09:12:46.0819470","904bbca","Invoiced costs IC",,,"Products",
"2026-07-02 13:44:19.3772150","NC6500-SE-Styab","NOCCO Focus Grand Sour 180mg 330ml 1 st",,,"Products",
"2026-01-28 14:10:18.3399260","B2188vwab","Tyngre Vassle Varm Choklad 900g 6-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12134vdes","Pórtico Barebells","POS","104","Products",
"2026-03-27 14:10:17.0603200","FR0006bbfr","Display Barebells Mix Bar 2026 - 15 COLIS","Products","100","Display","03"
"2026-01-12 09:12:46.0819470","100025Fvwab","Foile Cashew Naturell 350g",,,"Products",
"2026-01-12 09:12:46.0819470","1260-DEbbde","Vitamin Well Zero Raspberry 500ml 12-pack","Products","100","Products",
"2026-02-18 14:54:29.7664900","301047ppdk","Vitamin Well Sport 144 stk - TW2 Lidl",,,"Display","03"
"2026-01-28 14:10:18.3399260","B3010-DEFRNLvwab","Barebells Vegan Bars Mix Tray 2022 12-pack",,,"Products",
